Product Name,Product Id, Actual Price 
Portable Electric Detergent Diluter,866,4000
Compact Appliance Cleaner Wand,867,7500
Rechargeable Laundry Scum Remover,868,3800
Digital Spot Detergent Sprayer,869,15000
Rechargeable Window Detergent Dispenser,870,5000
Compact Foam Dispensing Mop,871,4500
Smart Shoe Detergent Steamer,872,1500
Digital Detergent Ion Cleaner,873,2500
Portable Detergent-Based Vacuum Cleaner,874,5500
Rechargeable Stain Eraser Machine,875,2000
Compact Glass Cleaner Applicator,876,10000
Digital Softener Infusion Tool,877,7000
Ultrasonic Clothes Cleaning Tool,878,2000
Rechargeable Soap Ion Spray Gun,879,12000
Smart Appliance Detergent Warmer,880,3800
Compact Detergent Refill Station,881,3500
Ultrasonic Shoe Cleaner Wand,882,2000
Digital Smart Thermometer,883,25000
Wearable Pain Management Belt,884,2800
Rechargeable Lumbar Heating Pad,885,1500
Portable UV Toothbrush Cleaner,886,2500
Electric Body Mass Index Analyzer,887,6000
Compact Earwax Removal Device,888,1800
Ultrasonic Pain Relief Wand,889,8500
Rechargeable Face Cooling Pad,890,2800
Cordless Joint Massager,891,15000
Infrared Headache Relief Device,892,1500
Electric Muscle Stimulation Belt,893,7500
Portable Skin Temperature Scanner,894,2000
LED Foot Detox Machine,895,9000
Handheld Electronic Reflex Tester,896,4200
Compact Fever Monitoring Patch,897,2500
Rechargeable Posture Support Device,898,3000
Cold Compression Therapy Wand,899,1500
Personal Ultrasonic Spa Kit,900,1000
Electric Blood Circulation Massager,901,1800
Smart Body Posture Tracker,902,2500
Portable Stretching Belt Massager,903,5500
Digital Core Body Temperature Monitor,904,3800
Cordless Eye Massager Pen,905,1800
Heated Hand Therapy Gloves,906,6500
Electric Neck and Shoulder Massager,907,4000
Ultrasonic Face Steaming Device,908,7500
Portable Infrared Sauna Dome,909,3800
Rechargeable Hot and Cold Gel Pack,910,15000
Digital Step Counter with Heart Rate Monitor,911,5000
Electric Hip Massaging Cushion,912,4500
Smart Anti-Migraine Headband,913,1500
Cordless Foot Bath Massager,914,2500
LED-Based Acne Treatment Pen,915,5500
Rechargeable Dental Whitening Kit,916,2000
Digital Forehead Skin Analyzer,917,10000
Ultrasonic Wound Healing Device,918,7000
Compact Infrared Heat Lamp,919,2000
Portable Fitness Data Recorder,920,12000
Handheld Relaxation Toning Wand,921,3800
Wearable Back Stretcher with Heat,922,3500
Rechargeable Sinus Relief Mask,923,2000
Electric Stretching Chair Cushion,924,25000
Ultrasonic Stress Relief Wand,925,2800
Portable Spine Alignment Tracker,926,1500
Compact UV Mask Sanitizer,927,2500
Digital Skin Moisture Tracker,928,6000
Electric Hot Stone Therapy Kit,929,1800
Smart Wearable Stress Monitor,930,8500
Rechargeable Thermotherapy Belt,931,2800
Digital Acupressure Stimulator,932,15000
Digital Acupressure Stimulator,933,1500
Cordless Pet Nail Buffing Tool,934,7500
Portable Cat Hair Detangler,935,2000
Smart Automatic Litter Cleaner,936,9000
Digital Pet Bath Temperature Monitor,937,4200
Rechargeable Dog Ear Wax Remover,938,2500
Electric Paw Print Preservation Kit,939,3000
Smart Cat Grooming Laser Comb,940,1500
Cordless Fur Polishing Roller,941,1000
Ultrasonic Dog Barking Deterrent,942,1800
Electric Pet Wrinkle Smoother,943,2500
Rechargeable Dog Coat Conditioner Tool,944,5500
Digital Cat Fur Volumizer,945,3800
Portable Dog Nail Whitening Wand,946,1800
Electric Pet Shampoo Mixing Tool,947,6500
Smart Pet Odor Control Dispenser,948,4000
Compact LED Grooming Lamp,949,7500
Ultrasonic Flea Egg Detection Wand,950,3800
Rechargeable Dog Fur Smoothing Brush,951,15000
Electric Pet Bath Jet Sprayer,952,5000
Digital Pet Grooming Timer,953,4500
Cordless Pet Paw Warmer,954,1500
Portable Pet Dental Polisher,955,2500
Electric Anti-Flea Spot Cleaner,956,5500
Smart Dog Collar Sanitizer,957,2000
Compact Pet Grooming Station,958,10000
Digital Fur Treatment Spray Gun,959,7000
Rechargeable Cat Fur Straightener,960,2000
Electric Dog Dandruff Comb,961,12000
Ultrasonic Paw Cleaning Device,962,3800
Compact Pet Odor Absorber,963,3500
Portable Pet Detangler Machine,964,2000
Rechargeable Cat Grooming Glove,965,25000
Electric Dog Whitening Spray Applicator,966,2800
Smart Pet Hair Curling Wand,967,1500
Cordless Pet Shower Jet Tool,968,2500
Digital Dog Fur Styling Wand,969,6000
Electric Cat Wrinkle Remover Comb,970,1800
Portable Pet Fur Roller Warmer,971,8500
Smart Pet Conditioner Dispenser,972,2800
Rechargeable Dog Coat Shine Wand,973,15000
Rechargeable Dog Coat Shine Wand,974,1500
Ultrasonic Carpet Stain Lifter,975,7500
Smart Laundry Bubble Generator,976,2000
Portable Clothes Wrinkle Remover,977,9000
Rechargeable Fabric Detergent Steamer,978,4200
Electric Soap Bubble Timer,979,2500
Digital Fabric Softener Dispenser,980,3000
Compact Laundry Detergent Mixer,981,1500
Ultrasonic Handheld Clothes Sanitizer,982,1000
Rechargeable Stain Scrubbing Tool,983,1800
Portable Sofa Fabric Cleaner,984,2500
Electric Washing Powder Dispenser,985,5500
Digital Foam Spray Applicator,986,3800
Compact Fabric Softening Machine,987,1800
Portable Mattress Detergent Washer,988,6500
Rechargeable Detergent Smoothing Wand,989,4000
Smart Upholstery Cleaning System,990,7500
Ultrasonic Foam Infuser for Clothes,991,3800
Compact Curtain Stain Remover,992,15000
Digital Rug Sanitizing Wand,993,5000
Electric Detergent Spray Gun,994,4500
Smart Soap Control Unit,995,1500
Rechargeable Carpet Foam Sprayer,996,2500
Portable Clothes Steaming Iron,997,5500
Compact Foam-Generating Laundry Ball,998,2000
Digital Window Detergent Cleaner,999,10000
Rechargeable Detergent Warmer,1000,7000
Portable Laundry Sanitizing Wand,1001,2000
Smart Appliance Degreaser Machine,1002,12000
Ultrasonic Grease Spot Remover,1003,3800
Compact Stain Lifting Spray Device,1004,3500
Rechargeable Detergent Heating Pad,1005,2000
Electric Microfiber Softener Applicator,1006,25000
Smart Soap Ionizing Spray System,1007,2800
Portable Upholstery Foam Maker,1008,1500
Digital Washing Machine Foam Generator,1009,2500
Rechargeable Soap Mixing Stick,1010,6000
Ultrasonic Shoe Detergent Washer,1011,1800
Compact Detergent-Infused Cleaning Mop,1012,8500
Digital Fabric Freshness Tester,1013,2800
Rechargeable Cleaning Agent Warmer,1014,15000
Candes Florence 1200mm/48 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan(100% CNC Winding) 405 RPM (2 Yrs W...,1015,1500
"BlendLife Plus Premium Portable Blender For Juices, Shakes, Smoothies, Baby Food & So Much More. 230watt and 4000mah Recha...",1016,7500
AMAZOR Lint Filter Compatible For Lg Top Load Fullly Automatic Washing Machine,1017,2000
"BELOXY Electric Milk Frother Handheld Drink Mixer, Milk Foam Maker for Bulletproof Coffee, Matcha,Coffee Frother,(Assorte...",1018,9000
"Maharaja Whiteline Livo Classic Mixer Grinder, 500W -MX-250 (Blue & White)",1019,4200
"Borosil NutriFresh PB31 Portable Mini-Blender & Grinder, 500 ml Blending Jar, 300 ml Chutney Jar, For Blending Smoothies &...",1020,2500
"Amazon Brand - Solimo Pvc Fridge Multipurpose Circles Design Mat- Black, Set Of 6, Polyvinyl Chloride",1021,3000
"Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, MTKM35U, White)",1022,1500
"AQUAULTRA Active copper+mineral 13L RO+UV+UF+TDS adjuste best home water purifier for home, kitchen fully automatic",1023,1000
LSRP's Universal Fit Faucet Water Tap Adapter/Washing Machine Tap Adapter - Tap Connector/Water tap Faucet Connector for F...,1024,1800
"Amazon Basics Premium 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar, Black & Grey",1025,2500
"Bajaj HM-01 Powerful 250W Hand Mixer, Black",1026,5500
NEW WARE® 5 Meter PVC Washing Machine Semi Inlet Pipe for Semi Automatic Washing Machine Inlet Pipe (White) (Pack of 1),1027,3800
Havells Sameera 400mm Wall Fan (White),1028,1800
"CHELUSA Heavy Quality Stainless Steel 6.5 inch Dia, Puri Maker Press Machine with Handle, Manual Stainless Steel Roti Pres...",1029,6500
Bajaj Neo JX4 450-Watt Juicer Mixer Grinder with 2 Jars (White/Orange),1030,4000
Bajaj Neo JX4 450-Watt Juicer Mixer Grinder with 2 Jars (White/Orange),1031,7500
Aviksha Enterprise Premium Heavy Duty Adjustable Top Load Washing Machine/Refrigerator/Fridge/Dishwasher/Air Cooler Trolle...,1032,3800
"Rylan Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light, Table Fan for Home, Table Fans, Table Fan for Offic...",1033,15000
Wolpin 1 Lint Roller with 60 Sheets Remove Clothes Lint Dog Hair Dust (19 x 13 cm) Orange,1034,5000
AkuaBeat Micro Fiber Mesh/Top Mesh compatible with Tata Swach Water Purifier,1035,4500
"Wonderchef Nutri-blend BOLT Mixer, Grinder & Blender | Powerful 600W 22000 RPM motor | Stainless steel Blades | 2 unbreaka...",1036,1500
"Livpure Plastic Pre Filter Set Removes Chlorine Fluoride Heavy Metals Hard Water Softener Water || 1 Pc, White & Clear",1037,2500
Usha Mist Air ICY 400mm - 55-Watt Wall Fan (Blue),1038,5500
BLUEDOT'S Digital Printed 1 Fridge Top Cover with 2 Handle Cover and 4 Fridge mat (Multicolor),1039,2000
"SPIRY FI ENGINEERS Aqua 5 Micron 4"" Dia & 20"" Length Bag Bore Water Filter",1040,10000
"Dyson V8 Absolute Cord-Free Vacuum Cleaner, Grey (Offer - Add Pet Grooming Kit and/or Car Cleaning Kit to cart on this pag...",1041,7000
Fragair Portable Room Air Purifier Aroma Diffuser or Humidifier Revitalizer,1042,2000
AO Smith Sds-Green 015 Storage 15 Litre Vertical Water Heater Abs Body Bee 5 Star Superior Energy Efficiency|Enhanced Dura...,1043,12000
Amazon Brand - Solimo 650 Watt Drip Coffee Maker with Borosilicate Carafe,1044,3800
LONAXA Mini Travel Rechargeable Fruit Juicer - USB Electric Fruit & Vegetable Juice Blender/Grinder for Home and Office Us...,1045,3500
Luminous IKARUS Plastic Trolley for Single Flat Battery (Grey),1046,2000
"RENESMEE Travel Folding Electric Kettle, Fast Boiling, Beautiful Design Collapsible, Portable Electric Kettle, 600ml Boil ...",1047,25000
"USHA Quartz Room Heater with Overheating Protection (3002, Ivory, 800 Watts)",1048,2800
Prestige Svachh 5 Litre Pressure Cooker with hard anodized Body (Black),1049,1500
Rossmann Steam Iron 1500 Watts | Horizontal & Vertical Use | Heated Ceramic Sole Plate | Auto Shut Off | 2 Level Steam Con...,1050,2500
DIGISMART 390 RPM High Speed 1200mm Sweep Bee Approved 5 Star Rated Apsra Ceiling Fan Brown with 2 Year Warranty,1051,6000
Rylan Multifunctional 2 in 1 Electric Egg Boiling Steamer Egg Frying Pan Egg Boiler Electric Automatic Off with Egg Boiler...,1052,1800
"IONIX Made In India, Dual Display Weight scale with 1 Year Warranty & 8 hours battery Backup, Weight Machine for Shop | We...",1053,8500
Kohler Rain Duet Water Filter Cartridge - Easy 3 Step Replacement Shower Filter Cartridge - Hard Water Softener and Purifi...,1054,2800
Havells Tinyo Pro 1250 Watt Steam Iron with Powerfull Steam Spray | Horizontal & Vertical Steaming Function | Self Clean |...,1055,15000
"USHA RC18GS2 Steamer 700 Watt Automatic Rice Cooker 1.8 Litres with Powerful Heating Element, Keep Rice Warm for 5 Hrs, 2 ...",1056,1500
"IONIX Stainless Steel Digital Electronic Kitchen Scale | Weighing scale, Digital Weight Machine, Weight Machine for Home K...",1057,7500
"Raffles Premium Stainless Steel South Indian Coffee Filter/Drip Coffee Maker, 2-3 Cups, 150 ml",1058,2000
"IFB 6 Kg 5 Star Front Load Washing Machine 2X Power Steam (DIVA AQUA SXS 6008, Silver, In-built Heater, 4 years Comprehens...",1059,9000
"Cafe JEI French Press Coffee and Tea Maker 600ml with 4 Level Filtration System, Heat Resistant Borosilicate Glass (Black,...",1060,4200
"Everest ELS 100 ABS Body Voltage Stabilizer for LCD/LED/3D/Smart TV Upto 72, Home Theater,Set Top Box, Blu-Ray Player (Wor...",1061,2500
"Morphy Richards 30 MCGR Deluxe 30L Convection Microwave Oven with Motorised Rotisserie, 200 Autocook Menus and Child Lock ...",1062,3000
"PHILIPS HL7505/02 500W Mixer Grinder, Red",1063,1500
Dwiza Enterprise 5 Micron Spun Filter for Ro Purifiers [PACK OF 12],1064,1000
"Halsey Original Combo Of 1 Uf Membrane, 1 Activated Carbon Pack, 1 Sediment Filter For Kent Gold/Kent Gold+/Kent Optima Gr...",1065,1800
"Weight Machine For Kitchen RYLAN Digital Kitchen Weighing Scale & Food Weight Machine for Diet, Nutrition, Health, Fitnes...",1066,2500
DEVCOMM Anti Vibration Rubber Pad with Suction Cup Feet for Support Heavy Appliances Like Washing Machine Fridge Generator...,1067,5500
"Kuber Industries Nylon Mesh Laundry Basket|Sturdy Material & Durable Handles|Netted Lightweight Laundry Bag, Pack of 2 (Mu...",1068,3800
"AGARO Supreme Cordless Stick Vacuum Cleaner,2in1 Handheld & Stick, 400W Brushless Motor, 25 kPa Suction Power, 3 Adjustabl...",1069,1800
"Prestige Omega Select Plus Residue Free Non-Stick Deep Appachetty with Lid, 20cm (Aluminium, Black)",1070,6500
"Basketo Portable High Pressure Washing Water Gun, Adjustable Multifunction Pressure Washer Nozzle Spray Gun Direct Spray C...",1071,4000
kent Sediment and Carbon Filter Set,1072,7500
"QUAHOG Anti-Vibration Pads for Washing Machine, Washer and Dryer Anti-Vibration Pads with Suction Cup, Anti Walk Pads Shoc...",1073,3800
"Care N Made® PP Spun pre Filter 10"" with Spanner- 1 Year self Service ro Water Purifier kit - for All Domestic RO Water Pu...",1074,15000
Bajaj JEX 16 800-Watt Juicer (Black),1075,5000
JIALTO Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffle...,1076,4500
"BAJAJ VACCO®Go-Ezzee Chapati/Roti/Khakhra Maker C-02 Wattage 900, Stainless Steel, Black",1077,1500
"Pigeon by Stovekraft Deluxe Aluminium Outer Lid Pressure Cooker, 10 Litres, Silver",1078,2500
"The Quasar Store Mixer Chutney Jar (250 ml,500 ml) Mixer Grinder Jar (1 Mini Unique Jar 1 Medium Jar) Suitable for all Loc...",1079,5500
"V-Guard Esfera Pedestal Fan with Remote Control, In-built 7.5 Hour Timer Functionality, 400 mm Sweep Size, Telescopic Heig...",1080,2000
"Ikea Spray bottle for sanitising, watering plants, Ironing spray, Haircut, Turquoise colour.",1081,10000
"AGARO Elite Manual Coffee Grinder , Ceramic Grinder with Glass jar , 6 Adjustable Settings, Stainless Steel Body, Tooth Ha...",1082,7000
Oblivion Manual Hand Press Water Pump Dispenser & H2O Hand Press Manual Water Pump Dispenser for Home Office Outdoor (Supp...,1083,2000
"Blue Star 1 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydrop...",1084,12000
OneAssist Live Uninterrupted 2 Years Extended Warranty Plan for Water Purifier (7501 to 10000) - Email Delivery Within 2 H...,1085,3800
"PHILIPS Handheld Garment Steamer STH7020/20 - Compact & Foldable, Convenient Vertical Steaming, 1500 Watt Quick Heat Up, u...",1086,3500
KENT 16055 Amaze Cool Touch Electric Kettle 1.8 L 1500 W | Plastic Outer & Stainless Steel Inside body | Auto shut off Ove...,1087,2000
"BAJAJ VACCO 2000-watts Manual Induction Cooktop Aluminium with 1 Burner, Black",1088,25000
iBELL MPK120L Premium Stainless Steel Multi Purpose Kettle/Cooker with Inner Pot 1.2 Litre (Silver),1089,2800
"Classic® Top Load Washing Machine Cover Suitable For IFB 6.5 Kg, 7.0 Kg, 7.5 Kg, 8 Kg Only (60cms X 60cms X 90cms) Half Wh...",1090,1500
NISHIV Dust Proof Washing Machine Cover Waterproof Cloth Printing Waterproof Front Load Washing Machine Dustproof Protecti...,1091,2500
"Smallcloud Electric 1.8 L Multi Cooker Kettle, Concealed Base, Noodle Maker Egg Boiler Vegetable & Rice Cooker, Stainless ...",1092,6000
"Kent Original Spare Parts for Gold, Gold+ and Optima, Uf Membrane, 1 Piece",1093,1800
"Arckord Multi-Function Electric 2 Layer Egg Boiler Cooker & Steamer, Egg Boiler Electric Automatic Off, Double Layer Egg B...",1094,7000
"AGARO Elegant Hand Mixer, 300 Watts, Stainless Steel, 6 Interchangeable Speed Settings, Turbo Function, Interchangeable Be...",1095,2000
Prestige PRM 3.0 900-Watt Roti Maker (Silver),1096,12000
Prestige Hand Blender - PHB 11.0,1097,3800
"CILICAnT 0.5 Gram (100 Pcs) Premium Silica Gel White Packets Desiccant Dehumidifiers, Non - Indicating Silica Gel Packs fo...",1098,3500
"DDecora Set of 4 Adjustable Refrigerator plastic Storage Basket, Expandable Fridge Rack, Sliding Vegetable Organizer Tray ...",1099,2000
Havells Air Fryer Prolife Digi with 4L Capacity | Digital Touch Panel | Auto On/Off | 60 Min Timer | Basket Release Button...,1100,25000
Crompton Energion Cromair 1200mm (48 inch) BLDC Antidust Ceiling Fan High Speed 5S 28W Energy Efficient with Remote (Coffe...,1101,2800
Konvio Neer Water Purifier Spare Kit Consisting of Carbon and Sediment Filter Cartridge Compatible with All RO Water Filters,1102,1500
"Havells Instanio 10 Litre Storage Water Heater With Flexi Pipe (White Blue), Wall Mounting",1103,2500
"KANUSHI Industries® Washable & Dustproof Front Load Automatic Washing Machine Cover (Suitable for 6 Kg, 6.5 kg, 7 kg, 7.5 ...",1104,6000
"Hamilton Beach Professional Juicer Mixer Grinder 58770-IN, 1400 Watt Rated Motor, Triple Overload Protection, 3 Stainless ...",1105,1800
"Foster FEB-650VBL Corded Air Blower with Vaccum Cleaner, Powerful Motor, Variable Speed for Clearing Away Dust Particles f...",1106,8500
Philips Daily Collection HD2583/90 600-Watt 2 in 1 Toaster and Grill (Black),1107,2800
"Black + Decker WDC215WA-QW 7.2 V,10.8W Lithium-Ion Wet and Dry Cordless Dustbuster Handheld Vacuum Cleaner (Blue)-Charge F...",1108,15000
"Samsung 8 Kg Inverter 5 Star Fully-Automatic Top Load Ecobubble Washing Machine (WA80BG4441BGTL, Bubble Storm Technology, ...",1109,1500
Singer Promise 1412 Automatic Zig-Zag Electric Sewing Machine with 12 Built-in Stitches (White) Metal Frame,1110,7500
AMAZOR S S Distributors Spin Cap Compatible for Whirlpool Washing Machine Spin Cap/Drier Plate/Dryer Cover/Lid for Whirlpo...,1111,2000
"Inalsa Joy-250 Watts Electric Chopper with Copper Motor, Chop, Mince, Puree, Whisk, 850 ml Capacity, One Touch Operation, ...",1112,9000
"WaterScience IRIS WMF-621 Washing Machine Filter for Hard Water Softening & Conditioning - Protects from Limescales, Hard ...",1113,4200
ARYAMURTI Air Conditioning Dust Cover Waterproof Folding Ac Cover for Split Ac for 1.5 Tone AC Assorted Color & Design) ()...,1114,2500
HKV Mini Blender Fruit Mixer Machine Portable Electric Juicer grinder Cup 380ML Personal Blender Smoothie Maker USB Rechar...,1115,3000
Prestige PKTS 0.5 Electric Kettle 500ml,1116,1500
Prestige Electric Kettle PKSS (1350 watts) 1.0Ltr - Stainless Steel,1117,1000
"LUCHILA Alert Mini Portable Air Cooler,Personal Space Cooler Easy to fill water and mood led light and portable Air Condit...",1118,1800
"Instant Pot Air Fryer, Vortex 4 Litre Essential, 360 Degree EvenCrisp Technology, Uses 95 % less Oil, Nonstick and Dishwas...",1119,2500
"HOKIPO® Fridge Cover Top with Pockets, 130 x 55 cm, Black",1120,5500
"VOLKES® 4 Blades Juicer Rechargeable Portable Electric USB Juicer Bottle Blender for Making Juice,Travel Juicer for Fruits...",1121,3800
Activa HIGH Speed 850 RPM Galaxy-1 4 Blades (600MM) Deco Ceiling Fan Brown -2 Year Warranty,1122,1800
Preethi Dripcafe Coffee Maker (White),1123,6500
Whirlpool 265 L 3 Star Inverter Frost-Free Double Door Refrigerator with Intellisense inverter technology(INTELLIFRESH INV...,1124,4000
Crompton Wave Plus 400-mm (16 inch) High Speed Oscillating Table Fan for Home and Kitchen (KD White),1125,7500
"Gaiatop Small Table Fan, 6.5 Inch Portable Mini Powerful Desktop Table Fan with 3 Speeds 90° Adjustable Small Personal Coo...",1126,3800
"Luminous Buddy High Speed 230mm Personal Wall, Table Fan For Office, Living Room with High Air Thrust (2 Year Warranty, Ro...",1127,15000
"Usha Techne Direct 1000 Garment Steamer- Vertical Steaming, 920 W, up to 21 g/min (Purple & White)",1128,5000
"HUL Pureit Advanced RO + MF 6 Stage, 7 Litre Storage,Wall mounted/Counter top Water Purifier, Black, FreeSize (WCRO500)",1129,4500
"IFB 6.5 Kg 5 Star Top Load Washing Machine Aqua Conserve (TL-REW 6.5KG AQUA, White, Hard Water Wash, Smart Sense)",1130,1500
MEETO Multicolored Mini Coffee Milk Egg Beater Electric Foam Hand Blender Mixer Sleek Design Froth Whisker Latte Maker for...,1131,2500
Bajaj 500 Watt GX-1 Mixer Grinder with 3 Jars- white,1132,5500
Nova Lint/Fabric Shaver for Cloths / Woolen Sweaters / Blankets / Jackets/Burr Remover Pill Remover Lintclothes Remover/Sh...,1133,2000
Orient Electric I Tome Plus 1200mm 26W BLDC Energy Saving Ceiling Fan with Remote | 5 Star Rated | 3-Year On-Site Warranty...,1134,10000
"DELICATE™ Milk Frother Handheld USB Rechargeable Electric Foam Maker for Coffee, Cappuccino, Egg Mix, 2 Whisks for Coffee,...",1135,7000
"Lifelong LLHF421 Fryo Air Fryer 1400W with 4.5L Large Cooking Pan Capacity, Timer Selection and Fully Adjustable Temperatu...",1136,2000
"PrettyKrafts AC Cover 1.5 Ton Split AC Without Outdoor Unit, WaveBlack",1137,12000
akiara - Makes life easy Handy Sewing Machine/Stitch Machine | Mini Silai Machine for Home Tailoring use with Sewing Kit a...,1138,3800
"Borosil Electric Glass Kettle, Borosilicate Glass, Extra Long Cord, Dry-boil Protection, 360° Rotating Base, 1.8 L, Transp...",1139,3500
AO Smith HSE-VAS-X-015 Storage 15 Litre Vertical Water Heater (Geyser) White 4 Star,1140,2000
"AGARO GRAND Oven Toaster Grill Convection Cake Baking OTG with 6 Heating Mode (Black, 30 Liter)",1141,25000
Wipro Vesta 1200 Watt GD201 Lightweight Automatic Dry Iron| Quick Heat Up| Stylish & Sleek |Anti bacterial German Weilburg...,1142,2800
"Philips Hand Blender HL1600/02-650W Powerful Motor, Compact Chopper, Detachable Steel Rod, Single Button Release, 2 Year W...",1143,1500
"iBELL SM1201G Sandwich Maker Grill and Toast Electric, 2000W, Big Size Fits 4 Bread Slices, Thermostat Knob (Silver with B...",1144,2500
"Bosch 13 Place Settings Dishwasher (SMS66GI01I, Silver Inox)",1145,6000
Irkaja 2 Meter Fully & Semi Automatic Washing Machine Outlet Drain Hose Pipe / Extension Pipe (2m),1146,1800
"Amplesta Powerful 500W Hybrid Motor Mixer, Grinder and Blender | 4 Multipurpose Jars with Carry on lids | Overload protect...",1147,7000
J9 DREAM DEAL STORE Inverter Battery Water Level Float Indicator Cap Set (30 mm Pack of 6),1148,2000
KBS Washing Machine Stand Refrigerator Stand Anti Vibration Pads for Washing Machine with Suction Cup Kitchen Accessories ...,1149,12000
"Amazon Brand - Umi. Front Load Washing Machine Cover Suitable for IFB 5.5 kg, 6 kg, 6.5 kg (50X63X81 CMS, Grey)",1150,3800
"Blue Star 1 Ton Fixed Speed Portable AC (Copper, Anti Bacterial Silver Coating, Self Diagnosis, Comfort Sleep Modes-Auto/C...",1151,3500
"Kuber Industries Disney Print Round Laundry Bag/Bin|Water Proof Material & 3D Disney Minnie Print|Size 37 x 37 x 46 Cm, Ca...",1152,2000
PR Star Vacuum Cleaner Dust Collection/Lighting 2 in 1 Car Vacuum Cleaner 120W High-Power Handheld Wireless Vacuum Cleaner...,1153,25000
Prestige PIC 3.1 V3 2000-Watt Induction Cooktop with Touch Panel ( Black ),1154,2800
Ontel Arctic Ultra Seen On TV | Evaporative Portable Air Conditioner | Personal Space Cooler |,1155,1500
Original Lint Filter Fit for LG. Top Load Loading Fully Automatic Washing Machine Magic Filter (Blue) by PROKLEAN®,1156,2500
"AMPEREUS Top Load Washing Machine Cover Compatible for Samsung Back Panel 6 Kg, 6.5 Kg, 7.0 Kg, 7.5 Kg (55cms X 55cms X 97...",1157,6000
"Kuvings Nutri Blender PRO Ferrari Red, Powerful 1000 Watts Motor, Longest Warranty 7 Years, Mixer/Grinder/Smoothie Maker, ...",1158,1800
"Prestige Endura 1000W Mixer Grinder with Ball Bearing Technology(Stainless Steel 4 Jars, Black & Silver)",1159,8500
"Hiphonic Genteel Egg Boiler Electric Automatic Off 7 Egg Poacher For Steaming, Cooking Also Boiling And Frying (Multi Colo...",1160,2800
"IFB 20 L Convection Microwave Oven (20SC2, Metallic Silver, With Starter Kit)",1161,15000
Lifelong LLWM105 750-Watt Belgian Waffle Maker for Home| Makes 2 Square Shape Waffles| Non-stick Plates| Easy to Use with ...,1162,1500
"Haier 175 L 2 Star Single Door Refrigerator (HED-182ME-N, Marine Erica,2023 Model)",1163,7500
"iBELL HU450RB Humidifier & Essential Oil Aroma Diffuser with Cool Mist, 4.5 L, for Home, Office, Bedroom, Baby Room, Low W...",1164,2000
"Konvio Neer Pre Carbon Filter, Sediment Filter, Post Carbon Filter and Elbow, Inline Filter Set for all RO Water Purifier",1165,9000
"House of Quirk Thickened X-Large 72L Sized Laundry Basket with Durable Leather Handle, Drawstring Round Linen Collapsible ...",1166,4200
"Crompton ChopMaxx Electric Vegetable Chopper | 300 Watts Motors | Twin S-Shaped Ninja blades | 800 ml see through bowl, Bl...",1167,2500
"Aquapura Potable, Water Purification Tablets, 100 Tablets Pack, Each Tablet for 10 litres Water (Water Purifiers), 3 Years...",1168,3000
"Sanavya Freezer Door with Lock Compatible with Whirlpool Single Door, Transparent",1169,1500
"AGARO GRAND Motorised Rotisserie & Convection Cake Baking Oven with 6 Heating Mode (Black, 40 Liter)",1170,1000
"AGARO Grand High Pressure Washer, 1500 Watts, 110 Bars, 6.5L/Min Flow Rate, 5 Meters Outlet Hose,Upright Design with Whee...",1171,1800
IFB 20 Litre Solo Microwave Oven (20PM-MEC2) White,1172,2500
"PHILIPS HD2584/60 830W 2 Slice Pop Up Toaster, Green",1173,5500
Rico Electric Juicer For All Fruits & Vegetables-2 Years Replacement Warranty Made With Japanese Technology - Isi Marked-F...,1174,3800
"ELECTOMANIA® 500ML Bidet Portable, Bidet Spray for Travel with Angled Nozzle Spray, Retractable Handheld Bidet Spray Porta...",1175,1800
"PrettyKrafts Microwave Oven Top Cover, Microwave Cover with Pockets Free Size, with 4 Utility Pockets, Trio Beige",1176,6500
"HEATHER Water Filter Tap and Purifier Faucet, Hard Water to Soft Water Converter for Drinking, Chlorine Remover, Carbon Ac...",1177,4000
"Kuber Industries Rexene Washable Fridge Handle Cover, Pack of 2 (Grey)",1178,7500
"Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE PRM 2S WINE BLOOM-Z, 2023 Model)",1179,3800
"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protect...",1180,15000
"Star Weaves Waterproof & Dust-Proof Top Loading Fully Automatic Washing Machine Cover for 6 kg, 6.5 kg,7kg & 7.5 kg -(Grey )",1181,5000
"DSMO Refillable Spray Empty Bottle for Home Office Car Travel Cleaning, Fine Mist 100ml (Transparent) (Pack of 1)",1182,4500
Konquer TimeS Hand Mixer | Hand Blender with 7 Speed Control & Detachable Stainless-Steel Finish Beater & Whisker. Cake mi...,1183,1500
"SHARP Room Air Purifier FP-F40E-W with Plasmacluster™ Ion Technology, 7 Years Warranty, Additional HEPA Filter, Haze Mode,...",1184,2500
